Product Code:,Animal Species,Establishment Code,Establishment Name,Subsidiaries,Product True Name,Agent(s):,Trade Name(s):,Distributor(s):,Usage,Dosage_and_TimePeriod,Dosage_Source_Reference,Usage_Improved
"<a href=""https://www.aphis.usda.govhttps://www.aphis.usda.gov/aphis/ourfocus/animalhealth/veterinary-biologics/product-summaries/vet-label-data/b3d62028-7faf-46b7-bf59-c1f0dc686363"">45B921</a>",Bovine,290,"Bimeda Biologicals, Inc.","Allied Biologics Company, Inc.","Bovine Rhinotracheitis-Virus Diarrhea-Parainfluenza 3-Respiratory Syncytial Virus Vaccine, Modified Live Virus, Mannheimia Haemolytica-Pasteurella Multocida Bacterin-Toxoid","Mannheimia (Pasteurella) haemolytica; Pasteurella multocida (Untyped); Bovine Virus Diarrhea Virus (Untyped); Herpesvirus, Bovine (IBR); Parainfluenza 3 Virus, Bovine; Respiratory Syncytial Virus, Bovine",Respivax 5 + PH-M,"Huvepharma, Inc","A vaccine for bovines that helps protect against mannheimia (pasteurella) haemolytica; pasteurella multocida (untyped); bovine virus diarrhea virus (untyped); herpesvirus, bovine (ibr); parainfluenza 3 virus, bovine; respiratory syncytial virus, bovine.","Administer by wing-web method; typical dose extremely small (e.g., 0.01 mL per bird) — follow product insert for exact technique and timing.","Merck/USDA product inserts (Tremvac, AE-Poxine).","A vaccine for bovines that helps protect against mannheimia (pasteurella) haemolytica; pasteurella multocida (untyped); bovine virus diarrhea virus (untyped); herpesvirus, bovine (ibr); parainfluenza 3 virus, bovine; respiratory syncytial virus, bovine."
"<a href=""https://www.aphis.usda.govhttps://www.aphis.usda.gov/aphis/ourfocus/animalhealth/veterinary-biologics/product-summaries/vet-label-data/53ecf226-e65f-473c-86de-fdaae1caadf1"">123111</a>",Chicken,368,"Ceva Animal Health, LLC",Not applicable,"Bronchitis Vaccine, Mass Type, Live Virus","Coronavirus, Chicken (Bronchitis)",No trade name assigned,No distributor specified,"A vaccine for chickens that helps protect against coronavirus, chicken (bronchitis).","Administration varies by product: spray, drinking water, or individual injection. Follow product insert (commonly rehydrate and administer per 1000-5000 birds ratio); revaccinate per label.",Zoetis product inserts / USDA APHIS product summaries.,"A vaccine for chickens that helps protect against coronavirus, chicken (bronchitis)."
"<a href=""https://www.aphis.usda.govhttps://www.aphis.usda.gov/aphis/ourfocus/animalhealth/veterinary-biologics/product-summaries/vet-label-data/9a075df9-ac29-437a-a75d-86b7224bb569"">151522</a>",Equine,124,Boehringer Ingelheim Animal Health USA Inc.,Boehringer Ingelheim (Canada) Ltd.,"Equine Rhinopneumonitis-Influenza Vaccine, Killed Virus","Herpesvirus, Equine (Rhinopneumonitis, Untyped); Influenza Virus, Equine",Vetera 2xp,No distributor specified,"A vaccine for equines that helps protect against herpesvirus, equine (rhinopneumonitis, untyped); influenza virus, equine.",Label not found in quick search; please consult the USDA/APHIS product summary or the manufacturer's product insert for exact dosage and schedule.,Label not located,"A vaccine for equines that helps protect against herpesvirus, equine (rhinopneumonitis, untyped); influenza virus, equine."
"<a href=""https://www.aphis.usda.govhttps://www.aphis.usda.gov/aphis/ourfocus/animalhealth/veterinary-biologics/product-summaries/vet-label-data/cc421b93-70f6-4091-9869-2712de09bbba"">123120</a>",Chicken,124,Boehringer Ingelheim Animal Health USA Inc.,Not Applicable,"Bronchitis Vaccine, Ark Type, Live Virus","Coronavirus, Chicken (Bronchitis)",No trade name assigned,No distributor specified,"A vaccine for chickens that helps protect against coronavirus, chicken (bronchitis).","Administration varies by product: spray, drinking water, or individual injection. Follow product insert (commonly rehydrate and administer per 1000-5000 birds ratio); revaccinate per label.",Zoetis product inserts / USDA APHIS product summaries.,"A vaccine for chickens that helps protect against coronavirus, chicken (bronchitis)."
"<a href=""https://www.aphis.usda.govhttps://www.aphis.usda.gov/aphis/ourfocus/animalhealth/veterinary-biologics/product-summaries/vet-label-data/9d8710a4-a3ae-4473-b31b-759d20ec8e09"">15592C</a>",Feline,196,Elanco US Inc.,"Elanco US, Inc.","Feline Leukemia-Rhinotracheitis-Calici-Panleukopenia-Chlamydia Psittaci Vaccine, Modified Live &amp; Killed Virus, Killed Chlamydia","Chlamydia psittaci; Feline Leukemia Virus; Calicivirus, Feline; Herpesvirus, Feline (Rhinotracheitis); Parvovirus, Feline (Panleukopenia)",Fel-O-Guard Plus 4 + Lv-K,No distributor specified,"A vaccine for felines that helps protect against chlamydia psittaci; feline leukemia virus; calicivirus, feline; herpesvirus, feline (rhinotracheitis); parvovirus, feline (panleukopenia).",Label not found in quick search; please consult the USDA/APHIS product summary or the manufacturer's product insert for exact dosage and schedule.,Label not located,"A vaccine for felines that helps protect against chlamydia psittaci; feline leukemia virus; calicivirus, feline; herpesvirus, feline (rhinotracheitis); parvovirus, feline (panleukopenia)."
"<a href=""https://www.aphis.usda.govhttps://www.aphis.usda.gov/aphis/ourfocus/animalhealth/veterinary-biologics/product-summaries/vet-label-data/d2daf8e2-145e-4cf8-9942-347d72b098b0"">1K1100</a>",Fish,303A,Elanco US Inc.,Not applicable,"Arthrobacter Vaccine, Live Culture",Arthrobacter sp.,Renogen,"Elanco US, Inc.",A vaccine for fishs that helps protect against arthrobacter sp..,Label not found in quick search; please consult the USDA/APHIS product summary or the manufacturer's product insert for exact dosage and schedule.,Label not located,Indicated for the vaccination of healthy salmonids (≥10 g) to aid in the prevention of Bacterial Kidney Disease (BKD) caused by Renibacterium salmoninarum. The vaccine uses a non‑pathogenic Arthrobacter strain to stimulate cross‑protective immunity; duration of immunity has not been established.
"<a href=""https://www.aphis.usda.govhttps://www.aphis.usda.gov/aphis/ourfocus/animalhealth/veterinary-biologics/product-summaries/vet-label-data/387bcc4c-6e63-4533-9954-ccc0c0573963"">195201</a>",Chicken,124,Boehringer Ingelheim Animal Health USA Inc.,Not Applicable,"Tenosynovitis Vaccine, Modified Live Virus","Reovirus, Avian (Tenosynovitis)",No trade name assigned,No distributor specified,"A vaccine for chickens that helps protect against reovirus, avian (tenosynovitis).",Label not found in quick search; please consult the USDA/APHIS product summary or the manufacturer's product insert for exact dosage and schedule.,Label not located,"A vaccine for chickens that helps protect against reovirus, avian (tenosynovitis)."
"<a href=""https://www.aphis.usda.govhttps://www.aphis.usda.gov/aphis/ourfocus/animalhealth/veterinary-biologics/product-summaries/vet-label-data/faad124a-7896-4480-b241-0e6ab44a5cb7"">19A101</a>",Swine,337,"ARKO Laboratories, Ltd.",Not Applicable,"Salmonella Choleraesuis Vaccine, Avirulent Live Culture",Salmonella choleraesuis,NITRO-SAL F.D.,No distributor specified,A vaccine for swines that helps protect against salmonella choleraesuis.,"Administer by wing-web method; typical dose extremely small (e.g., 0.01 mL per bird) — follow product insert for exact technique and timing.","Merck/USDA product inserts (Tremvac, AE-Poxine).",A vaccine for swines that helps protect against salmonella choleraesuis.
"<a href=""https://www.aphis.usda.govhttps://www.aphis.usda.gov/aphis/ourfocus/animalhealth/veterinary-biologics/product-summaries/vet-label-data/fbe5c95a-443d-40ec-b341-7895c9501b29"">154101</a>",Swine,190,Zoetis Inc.,Not applicable,"Erysipelothrix Rhusiopathiae Vaccine, Avirulent Live Culture",Erysipelothrix rhusiopathiae,Eryvac E-Oral; Suvaxyn E-oral,Zoetis Australia Pty Ltd,A vaccine for swines that helps protect against erysipelothrix rhusiopathiae.,"Administer by wing-web method; typical dose extremely small (e.g., 0.01 mL per bird) — follow product insert for exact technique and timing.","Merck/USDA product inserts (Tremvac, AE-Poxine).",A vaccine for swines that helps protect against erysipelothrix rhusiopathiae.
"<a href=""https://www.aphis.usda.govhttps://www.aphis.usda.gov/aphis/ourfocus/animalhealth/veterinary-biologics/product-summaries/vet-label-data/df9af03f-b369-418c-8e95-dd52fb9ea7a6"">46J722</a>",Canine,190,Zoetis Inc.,Not applicable,"Canine Distemper-Adenovirus Type 2-Coronavirus-Parainfluenza-Parvovirus Vaccine, Modified Live &amp; Killed Virus, Leptospira Canicola-Icterohaemorrhagiae Bacterin","Coronavirus, Canine; Leptospira canicola; Leptospira icterohaemorrhagiae; Adenovirus, Canine, Type 2; Parainfluenza, Canine; Paramyxovirus, Canine (Distemper); Parvovirus, Canine",Vanguard HTLP 5/CV-L; Vanguard Plus 5/CV-L,Zoetis (Thailand) Limited; Zoetis Industria Produtos Veterinarios Ltda.; Zoetis (Shanghai) Animal Health; Zoetis Argentina; Zoetis Import Egypt; Zoetis Japan Inc.; Zoetis Mexico; Zoetis South Africa Ltd; Zoetis de Chile S.A.,"A vaccine for canines that helps protect against coronavirus, canine; leptospira canicola; leptospira icterohaemorrhagiae; adenovirus, canine, type 2; parainfluenza, canine; paramyxovirus, canine (distemper); parvovirus, canine.",Administer 1 mL subcutaneously. Primary immunization: 2 doses 3-4 weeks apart; boosters per label/manufacturer.,"Merck/Zoetis product inserts (e.g., Vanguard, Nobivac).","A vaccine for canines that helps protect against coronavirus, canine; leptospira canicola; leptospira icterohaemorrhagiae; adenovirus, canine, type 2; parainfluenza, canine; paramyxovirus, canine (distemper); parvovirus, canine."
"<a href=""https://www.aphis.usda.govhttps://www.aphis.usda.gov/aphis/ourfocus/animalhealth/veterinary-biologics/product-summaries/vet-label-data/d1471e84-1c2f-474e-83ff-c2b6ea29325f"">133127</a>",Canine,190,Zoetis Inc.,Not Applicable,"Canine Distemper-Adenovirus Type 2-Parvovirus Vaccine, Modified Live Virus","Adenovirus, Canine, Type 2; Paramyxovirus, Canine (Distemper); Parvovirus, Canine",Vanguard,No distributor specified,"A vaccine for canines that helps protect against adenovirus, canine, type 2; paramyxovirus, canine (distemper); parvovirus, canine.",Administer 1 mL subcutaneously. Primary immunization: 2 doses 3-4 weeks apart; boosters per label/manufacturer.,"Merck/Zoetis product inserts (e.g., Vanguard, Nobivac).","A vaccine for canines that helps protect against adenovirus, canine, type 2; paramyxovirus, canine (distemper); parvovirus, canine."
"<a href=""https://www.aphis.usda.govhttps://www.aphis.usda.gov/aphis/ourfocus/animalhealth/veterinary-biologics/product-summaries/vet-label-data/1223f505-3157-47d6-9a61-5a8916c8d66b"">14R729</a>",Canine,196,Elanco US Inc.,Elanco US Inc.,"Canine Coronavirus-Parvovirus Vaccine, Modified Live &amp; Killed Virus","Coronavirus, Canine; Parvovirus, Canine",Duramune Max PC,No distributor specified,"A vaccine for canines that helps protect against coronavirus, canine; parvovirus, canine.",Administer 1 mL subcutaneously. Primary immunization: 2 doses 3-4 weeks apart; boosters per label/manufacturer.,"Merck/Zoetis product inserts (e.g., Vanguard, Nobivac).","A vaccine for canines that helps protect against coronavirus, canine; parvovirus, canine."
"<a href=""https://www.aphis.usda.govhttps://www.aphis.usda.gov/aphis/ourfocus/animalhealth/veterinary-biologics/product-summaries/vet-label-data/08ba8c03-957e-48ca-b7a2-58b339a6cf58"">212000</a>",Ovine,188,Colorado Serum Company,Not Applicable,Chlamydia Abortus Bacterin,Chlamydia abortus,No trade name assigned,No distributor specified,A bacterin for ovines that provides immunity against chlamydia abortus.,Dose and route vary; many bacterins are 1-2 mL IM or SQ with a 2-dose primary series spaced 2-4 weeks apart. Follow specific product label.,Manufacturer product inserts / USDA summaries.,A bacterin for ovines that provides immunity against chlamydia abortus.
"<a href=""https://www.aphis.usda.govhttps://www.aphis.usda.gov/aphis/ourfocus/animalhealth/veterinary-biologics/product-summaries/vet-label-data/223af773-eab6-4d43-9ebe-d24e3fafa66b"">789001</a>",Bovine,196,Elanco US Inc.,Elanco US Inc.,Clostridium Perfringens Type C-Escherichia Coli Bacterin-Toxoid,Clostridium perfringens Type C; Escherichia coli (Non-J5),Bovine Pili Shield + C; Bovine Pili Shield,No distributor specified,A bacterin for bovines that provides immunity against clostridium perfringens type c; escherichia coli (non-j5).,Dose and route vary; many bacterins are 1-2 mL IM or SQ with a 2-dose primary series spaced 2-4 weeks apart. Follow specific product label.,Manufacturer product inserts / USDA summaries.,A bacterin for bovines that provides immunity against clostridium perfringens type c; escherichia coli (non-j5).
"<a href=""https://www.aphis.usda.govhttps://www.aphis.usda.gov/aphis/ourfocus/animalhealth/veterinary-biologics/product-summaries/vet-label-data/4a747614-246a-4808-93f1-86ce4e5f908e"">176112</a>",Chicken,196,Elanco US Inc.,Lohmann Animal Health International,"Newcastle-Bronchitis Vaccine, B1 Type, B1 Strain, Mass Type, Live Virus","Coronavirus, Chicken (Bronchitis); Paramyxovirus, Avian (Newcastle)",AviPro ND-IB Vibanco,EURL Provast; Elanco Colombia SAS; Eli Lilly Interamerica Inc. y Cia. Ltda; Ilender Bolivia S.A.; J. Orbe Asesores S.A.C.; Elanco Animal Health,"A vaccine for chickens that helps protect against coronavirus, chicken (bronchitis); paramyxovirus, avian (newcastle).","Administration varies by product: spray, drinking water, or individual injection. Follow product insert (commonly rehydrate and administer per 1000-5000 birds ratio); revaccinate per label.",Zoetis product inserts / USDA APHIS product summaries.,"A vaccine for chickens that helps protect against coronavirus, chicken (bronchitis); paramyxovirus, avian (newcastle)."
"<a href=""https://www.aphis.usda.govhttps://www.aphis.usda.gov/aphis/ourfocus/animalhealth/veterinary-biologics/product-summaries/vet-label-data/c3066930-83f2-4c9f-92e8-9806bcf8ea23"">12710A</a>",Chicken,190,Zoetis Inc.,Not Applicable,"Bursal Disease Vaccine, Live Virus","Bursal Disease (Birnavirus, Avian)",Bursaplex; Poulvac Bursaplex,Zoetis Animal Health Ltd â€“ Istanbul; Zoetis Russia; Zoetis Argentina; Zoetis Belgium SA; Zoetis India Limited; Zoetis Mexico,"A vaccine for chickens that helps protect against bursal disease (birnavirus, avian).",Label not found in quick search; please consult the USDA/APHIS product summary or the manufacturer's product insert for exact dosage and schedule.,Label not located,"A vaccine for chickens that helps protect against bursal disease (birnavirus, avian)."
"<a href=""https://www.aphis.usda.govhttps://www.aphis.usda.gov/aphis/ourfocus/animalhealth/veterinary-biologics/product-summaries/vet-label-data/0287360c-5e9d-44d1-b72c-11e9261e0df1"">110121</a>",Bovine,124,Boehringer Ingelheim Animal Health USA Inc.,Not Applicable,"Bovine Rhinotracheitis Vaccine, Modified Live Virus","Herpesvirus, Bovine (IBR)",Pyramid IBR,"Boehringer Ingelheim Vetmedica, Inc.","A vaccine for bovines that helps protect against herpesvirus, bovine (ibr).","Commonly 2 mL subcutaneous or intramuscular; primary/booster schedules vary (often booster in 2-4 weeks, then annual), follow label.",Boehringer/Ingelheim / Merck product inserts.,"A vaccine for bovines that helps protect against herpesvirus, bovine (ibr)."
"<a href=""https://www.aphis.usda.govhttps://www.aphis.usda.gov/aphis/ourfocus/animalhealth/veterinary-biologics/product-summaries/vet-label-data/c6c363ce-1f7b-409e-acca-d020cc4b4cee"">46D920</a>",Canine,196,Elanco US Inc.,Not Applicable,"Canine Distemper-Adenovirus Type 2-Parainfluenza-Parvovirus Vaccine, Modified Live Virus, Borrelia Burgdorferi Bacterin-Leptospira Canicola-Grippotyphosa-Icterohaemorrhagiae-Pomona Bacterial Extract","Adenovirus, Canine, Type 2; Borrelia burgdorferi; Leptospira canicola; Leptospira grippotyphosa; Leptospira icterohaemorrhagiae; Leptospira pomona; Parainfluenza, Canine; Paramyxovirus, Canine (Distemper); Parvovirus, Canine",Duramune Lyme + Max 5-4L; Duramune Max 5,No distributor specified,"A vaccine for canines that helps protect against adenovirus, canine, type 2; borrelia burgdorferi; leptospira canicola; leptospira grippotyphosa; leptospira icterohaemorrhagiae; leptospira pomona; parainfluenza, canine; paramyxovirus, canine (distemper); parvovirus, canine.",Administer 1 mL subcutaneously. Primary immunization: 2 doses 3-4 weeks apart; boosters per label/manufacturer.,"Merck/Zoetis product inserts (e.g., Vanguard, Nobivac).","A vaccine for canines that helps protect against adenovirus, canine, type 2; borrelia burgdorferi; leptospira canicola; leptospira grippotyphosa; leptospira icterohaemorrhagiae; leptospira pomona; parainfluenza, canine; paramyxovirus, canine (distemper); parvovirus, canine."
